Tau_PT_sum,Tau_PT_dif,Tau_PT_1,Tau_PT_2,Tau_Mass_sum,Tau_Mass_dif,Tau_Mass_1,Tau_Mass_2,Tau_Ener_sum, Tau_Ener_1, Tau_Ener_2,Tau_Eta_dif,Tau_Eta_1,Tau_Eta_2,type,type_2,Miss_MET,Jet_PT_sum,Jet_PT_dif,Jet_PT_1,Jet_PT_2,Jet_Mass_sum,Jet_Mass_dif,Jet_Mass_1,Jet_Mass_2,Jet_Ener_sum,Jet_Ener_1,Jet_Ener_2,Jet_Eta_dif,Jet_Eta_1,Jet_Eta_2
283.153,87.2388,185.196,97.9569,12.9358,-3.69272,4.62154,8.31425,384.941,236.148,148.794,0.251678,-0.725446,-0.977124,1,3,48.4482,200.909,109.028,154.968,45.9402,23.9525,13.8413,18.8969,5.05562,1120.31,696.975,423.33,5.09463,2.1837,-2.91093
430.176,32.5789,231.377,198.798,5.07032,-2.40672,1.3318,3.73852,510.337,271.06,239.277,-0.0499865,0.577585,0.627572,1,3,206.61,426.637,206.12,316.378,110.259,45.0133,4.94141,24.9773,20.0359,1316.74,713.681,603.054,3.83606,1.45275,-2.3833
698.755,135.325,417.04,281.715,81.1706,71.8042,76.4874,4.68321,891.128,426.585,464.542,0.972881,-0.112293,-1.08517,1,3,44.8783,332.755,101.466,217.111,115.645,35.8951,1.12095,18.508,17.3871,1776.53,1368.59,407.941,-4.4599,-2.52783,1.93207
206.619,54.8051,130.712,75.907,37.1054,30.2894,33.6974,3.40798,452.315,330.316,121.999,2.62505,1.57283,-1.05222,1,3,109.319,424.242,70.0323,247.137,177.105,41.1892,8.996,25.0926,16.0966,1278.26,505.586,772.674,-3.49422,-1.34158,2.15264
366.739,231.065,298.902,67.8367,5.34842,-2.63488,1.35677,3.99165,524.634,363.699,160.935,0.861904,-0.647093,-1.509,1,3,24.4866,473.844,114.964,294.404,179.44,81.6337,61.7726,71.7032,9.93055,1643.86,963.346,680.513,3.85967,1.85148,-2.00819
458.806,333.951,396.379,62.4276,11.7667,-0.555876,5.60542,6.1613,844.168,510.385,333.783,1.61934,-0.741254,-2.3606,1,3,13.7169,457.09,369.115,413.102,43.9875,89.8754,66.6496,78.2625,11.6129,2216.16,485.759,1730.41,4.92445,0.559285,-4.36517
211.523,105.284,158.404,53.1196,1.03247,-1.03248,-3.30362e-06,1.03248,233.085,162.228,70.857,0.576565,-0.2193,-0.795865,1,3,112.072,383.711,46.9346,215.323,168.388,63.0476,40.3541,51.7009,11.3467,3094.36,2711.51,382.854,4.68624,3.22451,-1.46174
518.369,206.025,362.197,156.172,42.0907,31.6009,36.8458,5.24493,619.572,437.155,182.417,-0.0552295,-0.626354,-0.571125,1,3,257.198,261.483,72.7342,167.109,94.3745,38.2116,-12.0272,13.0922,25.1194,1620.7,469.78,1150.92,4.88537,1.6931,-3.19227
730.526,487.408,608.967,121.559,5.1116,5.11161,5.11161,-1.90735e-06,944.537,820.261,124.276,-0.599593,-0.810622,-0.211029,1,3,18.9517,551.573,251.091,401.332,150.241,103.921,64.7479,84.3346,19.5866,2322.32,756.07,1566.25,-4.27474,-1.23978,3.03496
170.709,28.2695,99.489,71.2195,3.69736,2.50816,3.10276,0.5946,275.942,117.164,158.778,-0.853369,0.586927,1.4403,1,3,25.6661,85.8429,13.1964,49.5196,36.3233,12.8373,-1.1712,5.83306,7.00426,1009.81,440.283,569.525,-6.31933,-2.87493,3.4444
405.124,42.4117,223.768,181.356,4.21349,0.743705,2.4786,1.73489,458.195,224.904,233.291,0.839893,0.10013,-0.739763,1,3,147.053,370.891,18.2738,194.583,176.309,58.4232,-11.0156,23.7038,34.7194,1259.41,667.558,591.851,-3.7827,-1.90331,1.8794
492.606,300.425,396.515,96.0904,7.66746,3.06918,5.36832,2.29914,954.333,858.172,96.1619,-1.3767,-1.40698,-0.0302767,1,3,63.4321,623.399,349.741,486.57,136.829,108.209,52.7682,80.4886,27.7204,2380.57,511.208,1869.37,-3.57944,-0.273124,3.30632
235.98,174.706,205.343,30.6371,7.73897,4.2276,5.98328,1.75568,271.848,240.446,31.4016,-0.360415,-0.576096,-0.215681,1,3,303.235,488.448,383.285,435.867,52.5819,109.206,91.1075,100.157,9.04911,1387.89,473.321,914.573,3.89685,0.348489,-3.54836
643.896,256.143,450.019,193.877,8.94102,3.30382,6.12242,2.8186,841.821,622.813,219.008,0.346739,0.850388,0.503649,1,3,96.8167,282.188,206.532,244.36,37.8279,38.9475,23.2465,31.097,7.8505,1459.46,268.098,1191.36,-4.56322,-0.420539,4.14268
236.91,142.559,189.735,47.1755,5.06784,2.74534,3.90659,1.16125,407.249,221.349,185.9,1.47872,-0.569239,-2.04796,1,3,108.41,357.012,34.4895,195.751,161.261,48.7569,-5.61928,21.5688,27.1881,1595.85,725.446,870.403,4.3538,1.98391,-2.36989
331.473,181.684,256.579,74.8944,10.1325,0.262671,5.1976,4.93493,621.651,277.682,343.969,1.80305,-0.402391,-2.20545,1,3,137,441.574,117.694,279.634,161.94,57.2862,35.5152,46.4007,10.8855,2399.17,670.397,1728.78,4.57712,1.51825,-3.05887
552.843,454.113,503.478,49.3648,12.9552,11.6736,12.3144,0.640781,806.18,714.695,91.4848,-0.34127,0.886446,1.22772,1,3,83.9708,304.095,134.411,219.253,84.8418,36.6688,-6.8928,14.888,21.7808,1430.53,565.491,865.044,4.61275,1.60034,-3.01241
446.022,29.6228,237.822,208.199,6.86472,5.38319,6.12395,0.740764,1420.43,453.146,967.288,0.956936,-1.26042,-2.21736,1,3,76.8199,139.043,18.6418,78.8426,60.2008,17.1107,1.55391,9.33228,7.77837,1582.1,722.602,859.494,-6.25601,-2.90548,3.35054
214.675,67.6909,141.183,73.4922,5.16,-0.00879025,2.5756,2.5844,504.422,420.93,83.492,1.24123,1.75615,0.514911,1,3,77.0698,177.378,5.24673,91.3126,86.0658,16.3693,-0.706745,7.83128,8.53802,1345.33,1059.8,285.526,5.01118,3.14281,-1.86837
220.31,168.1,194.205,26.1048,2.98736,0.854203,1.92078,1.06658,263.475,194.713,68.762,1.55174,-0.0716606,-1.6234,1,3,285.015,517.131,395.036,456.083,61.0474,67.3696,41.4711,54.4204,12.9492,906.07,571.752,334.318,3.07475,0.69037,-2.38438
926.62,362.92,644.77,281.85,6.75334,-5.09528,0.829031,5.92431,997.831,692.263,305.569,-0.78844,-0.3815,0.40694,1,3,194.835,738.547,626.725,682.636,55.911,47.9331,33.5149,40.724,7.20908,2128.41,691.339,1437.07,-4.08748,-0.148122,3.93936
209.469,6.15253,107.811,101.658,13.3591,-13.3591,0,13.3591,482.047,158.462,323.585,-0.88953,0.934925,1.82445,1,3,179.083,444.731,72.1339,258.433,186.299,56.1956,-0.628508,27.7835,28.4121,2272.94,539.495,1733.45,-4.28521,-1.36459,2.92063
552.535,274.966,413.751,138.785,84.7021,82.5985,83.6503,1.05181,906.084,615.803,290.281,0.428987,-0.939301,-1.36829,1,3,352.054,98.118,0.124603,49.1213,48.9967,9.27025,0.476241,4.87325,4.39701,778.79,113.339,665.452,-4.77803,-1.47754,3.30048
176.292,81.2535,128.773,47.5193,7.63071,5.71999,6.67535,0.955358,661.11,594.629,66.4813,-1.34515,-2.21103,-0.865882,1,3,33.999,188.66,27.4312,108.046,80.6146,18.1898,3.20417,10.697,7.4928,964.981,380.935,584.045,4.60063,1.93206,-2.66857
288.812,192.891,240.851,47.9605,1.5719,-1.5719,0,1.5719,310.105,259.471,50.6335,-0.721557,-0.390729,0.330828,1,3,74.952,599.889,314.309,457.099,142.79,22.6359,13.8953,18.2656,4.37033,1463.6,834.745,628.852,3.37243,1.20993,-2.16249
365.538,303.483,334.51,31.0272,5.54929,2.30984,3.92957,1.61973,632.308,600.601,31.7065,1.39228,1.18985,-0.202427,1,3,99.6082,428.352,254.541,341.446,86.9051,55.7149,36.1816,45.9483,9.76666,1970.89,715.466,1255.42,4.73034,1.36801,-3.36233
254.543,131.929,193.236,61.3067,13.7733,0.554865,7.16406,6.60919,624.957,250.683,374.274,-1.74279,0.752519,2.49531,1,3,85.3938,367.791,199.305,283.548,84.2431,45.0441,31.4192,38.2316,6.81244,3282.7,2874.32,408.378,5.26748,3.00681,-2.26068
149.436,48.9117,99.1738,50.2621,1.71647,-1.45067,0.132898,1.58357,307.371,217.231,90.1396,2.60881,1.42051,-1.1883,1,3,192.504,223.984,131.156,177.57,46.414,32.3943,20.2583,26.3263,6.06801,3441.18,1864.58,1576.61,7.26055,3.04219,-4.21835
720.369,508.395,614.382,105.987,14.7558,9.30709,12.0314,2.72436,747.017,615.385,131.632,-0.628282,0.0536883,0.681971,1,3,194.181,805.95,535.571,670.761,135.19,61.8333,4.67043,33.2519,28.5814,1483.64,1122.14,361.503,2.73916,1.10275,-1.6364
397.237,284.431,340.834,56.4029,12.4761,9.73341,11.1048,1.37135,567.547,341.387,226.16,-2.01923,0.0466912,2.06593,1,3,26.6739,383.084,139.704,261.394,121.69,33.9349,17.6312,25.783,8.15188,3310.79,987.207,2323.58,-5.64548,-2.00364,3.64184
1003.1,366.338,684.717,318.379,9.5812,-7.67884,0.951181,8.63002,2645.74,1333.57,1312.17,3.38044,1.28618,-2.09426,1,3,39.1932,554.577,268.501,411.539,143.038,28.7131,13.4576,21.0854,7.62777,2337.21,1152.03,1185.18,-4.4928,-1.6888,2.80401
145.84,0.0745621,72.9572,72.8826,11.3849,-3.00307,4.19091,7.19397,518.991,397.949,121.043,-1.28906,-2.38103,-1.09197,1,3,163.91,199.845,117.452,158.649,41.1966,38.8495,21.8104,30.3299,8.51954,430.196,330.582,99.6139,2.88545,1.35919,-1.52627
843.188,99.2338,471.211,371.977,2.80438,2.80438,2.80438,0,966.565,572.69,393.876,0.303553,0.645026,0.341473,1,3,235.901,647.222,200.013,423.617,223.604,56.2333,19.7579,37.9956,18.2377,2709.53,605.282,2104.25,3.8252,0.893087,-2.93211
501.447,126.906,314.176,187.271,7.92441,0.882412,4.40341,3.521,605.684,317.039,288.645,-1.13258,-0.134171,0.998408,1,3,52.4481,457.339,194.52,325.929,131.41,90.7188,68.7625,79.7406,10.9781,2141.05,538.864,1602.19,-4.26683,-1.07459,3.19224
279.435,82.127,180.781,98.654,9.53183,4.54719,7.03951,2.49232,365.108,194.534,170.574,0.758077,-0.385854,-1.14393,1,3,126.184,167.083,53.1928,110.138,56.9453,26.9149,5.83582,16.3754,10.5395,839.076,666.488,172.588,4.25782,2.48623,-1.77158
479.115,264.14,371.627,107.488,12.254,7.38013,9.81706,2.43694,522.687,413.829,108.858,-0.629447,-0.471528,0.157918,1,3,152.273,252.923,49.5426,151.233,101.69,24.7564,2.94943,13.8529,10.9035,806.973,557.893,249.079,-3.52267,-1.97928,1.54339
98.1833,17.6076,57.8954,40.2878,7.32271,-4.19764,1.56254,5.76017,122.968,58.012,64.9558,0.994272,-0.0574383,-1.05171,1,3,454.23,532.623,423.51,478.066,54.5563,94.3773,73.2699,83.8236,10.5537,644.081,547.101,96.98,1.67683,0.506227,-1.1706
209.857,25.3758,117.617,92.2408,4.9251,0.848265,2.88668,2.03842,226.589,122.388,104.201,0.220589,-0.282893,-0.503481,1,3,196.798,515.147,118.946,317.047,198.1,83.9008,53.8404,68.8706,15.0302,3334.32,662.387,2671.93,4.65436,1.36082,-3.29354
352.428,8.4662,180.447,171.981,4.67138,4.6714,4.67139,-7.62939e-06,722.692,297.431,425.262,-0.470258,1.08456,1.55482,1,3,44.9145,401.394,163.816,282.605,118.789,45.8725,20.0938,32.9832,12.8894,2311.07,542.362,1768.71,-4.65945,-1.2668,3.39265
288.337,133.274,210.805,77.5311,7.06521,0.15178,3.6085,3.45672,416.524,211.915,204.609,1.72655,0.101133,-1.62542,1,3,192.588,316.185,127.464,221.824,94.3607,29.1272,5.3484,17.2378,11.8894,1835.08,787.361,1047.72,5.03753,1.93924,-3.09829
442.878,371.071,406.974,35.9038,6.49571,4.54736,5.52154,0.974173,493.649,453.257,40.3924,-0.966665,-0.472336,0.494329,1,3,365.561,200.878,119.992,160.435,40.4433,36.6939,16.6741,26.684,10.0099,239.796,166.997,72.7994,1.41553,0.2341,-1.18143
489.704,310.243,399.974,89.7304,1.33256,-1.33255,5.3948e-06,1.33256,500.337,403.836,96.5014,0.524668,0.138849,-0.385819,1,3,91.6726,339.36,228.658,284.009,55.3511,49.2002,27.5113,38.3558,10.8445,1213.7,615.459,598.242,-4.47738,-1.40624,3.07113
350.565,239.87,295.218,55.3476,10.7847,2.01036,6.39754,4.38717,564.158,481.092,83.0659,0.108951,1.07022,0.961268,1,3,45.9381,300.402,52.7816,176.592,123.81,40.401,-3.44461,18.4782,21.9228,1409.75,259.501,1150.25,-3.85019,-0.931152,2.91904
533.903,326.026,429.964,103.938,1.47392,-1.47393,-7.62939e-06,1.47393,590.662,486.447,104.216,-0.435456,-0.507121,-0.0716658,1,3,108.255,462.94,313.822,388.381,74.559,87.5381,69.8176,78.6778,8.86022,2390.57,405.453,1985.11,4.19379,0.219171,-3.97462
594.902,524.205,559.553,35.3487,24.985,22.3118,23.6484,1.33659,1140.68,1068.84,71.846,-0.0721453,1.26317,1.33532,1,3,12.1656,582.784,184.791,383.788,198.996,76.774,48.3438,62.5589,14.2151,2083.68,1291.21,792.47,3.941,1.88231,-2.0587
257.252,92.808,175.03,82.2222,10.3575,7.51695,8.93723,1.42028,340.075,256.064,84.0111,0.720179,0.927705,0.207526,1,3,95.6862,280.188,161.655,220.921,59.2663,52.4195,34.8706,43.645,8.77447,2565.07,489.074,2076,-5.67704,-1.42795,4.24909
281.975,100.999,191.487,90.4882,4.58565,1.36689,2.97627,1.60938,366.956,233.04,133.916,0.296868,-0.647282,-0.94415,1,3,98.2411,457.43,212.821,335.125,122.305,89.9088,63.0959,76.5023,13.4064,1135.76,759.5,376.26,3.24166,1.45295,-1.78871
694.683,391.42,543.052,151.632,2.17495,-2.17497,-1.07896e-05,2.17496,711.479,545.692,165.787,-0.330013,0.0985753,0.428588,1,3,30.2426,398.247,316.236,357.242,41.0056,25.6699,14.6599,20.1649,5.50503,1365.12,1177.72,187.402,-4.06214,-1.86208,2.20006
338.899,27.9137,183.406,155.493,51.3138,18.1664,34.7401,16.5737,359.244,195.529,163.715,0.00530589,0.31222,0.306914,1,3,710.375,659.915,206.014,432.964,226.951,45.0993,9.00918,27.0542,18.045,2501.72,718.657,1783.06,-3.84297,-1.0926,2.75038
270.818,101.674,186.246,84.5721,1.49697,-1.49697,0,1.49697,674.775,535.433,139.342,-0.63332,-1.71744,-1.08412,1,3,81.3696,385.781,254.459,320.12,65.661,29.6075,12.3266,20.967,8.64043,1160.74,414.258,746.482,3.86924,0.74723,-3.12201
258.769,182.042,220.406,38.3636,4.7882,0.976305,2.88225,1.90595,584.263,515.097,69.1665,0.298332,1.49273,1.1944,1,3,16.1319,244.664,162.884,203.774,40.89,14.8819,4.32226,9.60208,5.27982,1033.39,430.17,603.225,-4.76188,-1.37852,3.38336
435.863,199.02,317.441,118.421,8.49738,2.1898,5.34359,3.15379,593.293,460.109,133.185,-0.421978,-0.915653,-0.493675,1,3,141.765,316.947,97.0612,207.004,109.943,29.7341,-6.71767,11.5082,18.2259,1856.94,1132.68,724.266,-4.95646,-2.38424,2.57222
852.908,272.979,562.943,289.965,35.6062,19.4279,27.5171,8.08915,1023,732.035,290.969,-0.677373,-0.755773,-0.0783997,1,3,176.979,541.764,174.142,357.953,183.811,121.741,63.5121,92.6264,29.1143,1160.88,400.627,760.249,2.51576,0.418577,-2.09718
488.446,87.7666,288.106,200.34,4.25925,2.61706,3.43815,0.821098,1095.37,682.375,412.997,2.85925,1.5075,-1.35175,1,3,114.674,620.622,159.004,389.813,230.809,120.403,45.4477,82.9255,37.4778,2476.5,564.135,1912.37,3.70222,0.898427,-2.8038
403.525,350.525,377.025,26.4997,73.4804,73.4804,73.4804,-3.37175e-07,656.128,627.629,28.4995,1.47457,1.08848,-0.386091,1,3,291.256,222.306,35.8562,129.081,93.2251,15.5197,0.0530477,7.78638,7.73333,2764.47,2067.7,696.775,-6.16594,-3.46591,2.70003
487.223,47.522,267.372,219.85,25.0497,22.978,24.0139,1.03585,587.632,308.169,279.464,-0.181234,0.53947,0.720704,1,3,190.003,465.462,19.9138,242.688,222.774,52.39,25.281,38.8355,13.5545,1838.99,1306.28,532.703,3.88481,2.36712,-1.51769
112.716,42.6868,77.7016,35.0148,1.01842,1.01842,1.01842,-9.53674e-07,168.628,79.0465,89.5815,1.4066,-0.185337,-1.59194,1,3,35.8467,430.157,216.181,323.169,106.988,30.1044,-6.29681,11.9038,18.2006,780.829,642.839,137.99,-2.04049,-1.31049,0.730003
808.102,623.759,715.93,92.1714,14.3207,8.99355,11.6571,2.66356,850.955,751.382,99.5728,0.710187,0.31302,-0.397167,1,3,245.401,312.892,72.1255,192.509,120.383,30.9018,14.6269,22.7643,8.13744,1769.01,218.108,1550.9,-3.74593,-0.498393,3.24753
545.633,401.709,473.671,71.962,10.3337,8.37485,9.35427,0.979424,670.159,480.149,190.01,1.79014,0.164031,-1.62611,1,3,33.0583,392.099,320.285,356.192,35.907,45.0644,29.9682,37.5163,7.5481,1904.88,588.148,1316.73,-5.37929,-1.08437,4.29492
509.789,438.239,474.014,35.7749,9.74951,7.00152,8.37551,1.37399,606.338,532.665,73.673,1.84256,0.492198,-1.35037,1,3,100.041,151.071,96.4665,123.769,27.3023,27.3864,13.1668,20.2766,7.1098,1035.7,135.915,899.788,-4.59953,-0.411459,4.18807
841.437,195.112,518.274,323.162,41.6188,-31.3556,5.13159,36.4872,909.796,537.19,372.606,-0.805789,-0.269188,0.536601,1,3,28.5099,799.659,36.0045,417.832,381.827,75.1188,-46.2986,14.4101,60.7087,3752.76,3160.34,592.426,3.71235,2.71209,-1.00026
252.541,200.989,226.765,25.7761,10.2206,8.79125,9.50591,0.714656,687.508,657.132,30.3759,2.31416,1.72581,-0.588351,1,3,104.505,140.519,33.9049,87.2119,53.307,17.899,7.09925,12.4991,5.39988,2405.82,690.544,1715.27,6.92227,2.75811,-4.16416
479.537,427.364,453.45,26.0866,5.6391,3.06133,4.35021,1.28888,635.513,602.793,32.7207,1.48837,0.79079,-0.697578,1,3,75.089,438.199,289.897,364.048,74.1509,63.464,42.3082,52.8861,10.5779,1176.87,666.684,510.182,3.82607,1.2098,-2.61627
240.01,147.055,193.532,46.4776,3.24682,-0.34182,1.4525,1.79432,563.223,315.415,247.808,-1.28745,1.07044,2.35789,1,3,107.804,369.207,133.924,251.566,117.641,33.8138,8.8177,21.3157,12.498,1696.48,291.487,1404.99,-3.72234,-0.550847,3.1715
577.429,217.032,397.231,180.198,4.84068,-2.13517,1.35276,3.48792,580.199,397.711,182.488,-0.207131,-0.0490413,0.15809,1,3,60.5411,529.616,269.41,399.513,130.103,107.981,47.0472,77.514,30.4668,1626.69,650.67,976.017,3.76385,1.06051,-2.70334
260.45,73.4166,166.933,93.5169,42.3392,41.9997,42.1694,0.169725,467.282,260.772,206.51,2.42834,0.998716,-1.42962,1,3,271.543,132.35,85.8278,109.089,23.261,13.6866,1.31187,7.49922,6.18735,1107.65,1015.26,92.3903,-4.97479,-2.92095,2.05383
201.586,96.6873,149.136,52.4491,5.20282,3.14871,4.17576,1.02705,740.703,688.109,52.5946,-2.13842,-2.21026,-0.0718411,1,3,50.4589,238.052,76.3631,157.207,80.8443,42.4991,17.784,30.1415,12.3575,825.371,240.919,584.451,3.64675,0.980496,-2.66625
