Tau_PT_sum,Tau_PT_dif,Tau_PT_1,Tau_PT_2,Tau_Mass_sum,Tau_Mass_dif,Tau_Mass_1,Tau_Mass_2,Tau_Ener_sum, Tau_Ener_1, Tau_Ener_2,Tau_Eta_dif,Tau_Eta_1,Tau_Eta_2,type,type_2,Miss_MET,Jet_PT_sum,Jet_PT_dif,Jet_PT_1,Jet_PT_2,Jet_Mass_sum,Jet_Mass_dif,Jet_Mass_1,Jet_Mass_2,Jet_Ener_sum,Jet_Ener_1,Jet_Ener_2,Jet_Eta_dif,Jet_Eta_1,Jet_Eta_2
504.349,393.316,448.832,55.5166,16.3528,13.8013,15.077,1.27578,660.601,575.755,84.8466,-1.72199,-0.734813,0.987177,1,4,128.102,373.705,17.4587,195.582,178.123,39.2101,-3.75939,17.7253,21.4847,2298.18,1889.46,408.72,-4.42937,-2.95848,1.47089
209.794,115.376,162.585,47.2091,3.67341,1.68212,2.67776,0.995643,518.502,465.984,52.5181,-2.18366,-1.71416,0.469501,1,4,193.303,427.744,131.98,279.862,147.882,76.5494,64.045,70.2972,6.25223,1460.6,782.249,678.349,3.88728,1.68303,-2.20425
398.451,298.7,348.575,49.8757,-3.8147e-06,-3.8147e-06,-3.8147e-06,0,422.577,349.021,73.5556,-0.888943,0.05057,0.939513,1,4,153.312,579.545,141.842,360.694,218.851,80.9463,49.4216,65.1839,15.7624,1686.37,1314.8,371.564,-3.08642,-1.96591,1.12051
507.829,159.799,333.814,174.015,9.11931,3.71765,6.41848,2.70083,594.761,412.428,182.332,0.365699,0.673292,0.307593,1,4,117.824,301.7,87.194,194.447,107.253,49.9576,19.9735,34.9656,14.992,1258.16,967.78,290.377,-3.93878,-2.28708,1.65171
423.67,211.443,317.556,106.113,4.94878,1.50452,3.22665,1.72213,471.206,320.607,150.599,1.02441,0.13813,-0.886282,1,4,108.964,214.968,106.077,160.522,54.4452,23.3474,11.2199,17.2836,6.06375,1866.49,184.775,1681.71,4.65732,0.534067,-4.12325
557.828,460.484,509.156,48.672,15.9729,-4.99518,5.48884,10.484,685.803,621.152,64.6512,0.117605,-0.651608,-0.769213,1,4,124.245,354.293,223.007,288.65,65.6427,30.2903,13.211,21.7507,8.53961,2481.19,593.597,1887.59,5.39985,1.34819,-4.05166
307.554,18.9451,163.25,144.304,5.1678,1.96129,3.56454,1.60325,796.758,163.479,633.279,-2.11059,0.0483026,2.15889,1,4,187.049,97.0427,53.1283,75.0855,21.9572,14.1265,6.39459,10.2605,3.86595,652.792,257.236,395.556,5.48519,1.90167,-3.58352
567.777,320.876,444.327,123.45,14.5739,14.5739,14.5739,-1.90735e-06,748.203,599.402,148.801,1.44285,0.812468,-0.630378,1,4,112.729,570.145,388.89,479.518,90.6278,95.9949,46.9186,71.4567,24.5382,1418.28,618.598,799.679,-3.60054,-0.733645,2.8669
658.237,360.497,509.367,148.87,13.01,4.98244,8.99623,4.0138,813.139,509.903,303.236,1.2956,-0.0423131,-1.33791,1,4,107.41,773.743,368.441,571.092,202.651,75.3379,29.5927,52.4653,22.8726,2652.45,975.976,1676.47,3.93028,1.12794,-2.80234
300.077,77.6262,188.852,111.225,9.81677,7.11233,8.46455,1.35222,446.853,193.614,253.239,-1.68349,-0.219728,1.46376,1,4,63.433,179.077,85.1247,132.101,46.9761,17.1401,7.75128,12.4457,4.69441,1602.06,1408.42,193.641,5.15172,3.05756,-2.09416
531.715,189.712,360.713,171.001,18.0678,-5.25934,6.40422,11.6636,897.815,726.084,171.73,1.262,1.32434,0.0623316,1,4,164.534,418.995,344.509,381.752,37.243,29.0679,12.4618,20.7649,8.30306,883.179,390.497,492.683,-3.48077,-0.206795,3.27397
89.0558,19.5232,54.2895,34.7663,3.47992,-0.115203,1.68236,1.79756,367.752,218.714,149.037,-0.0639498,2.07078,2.13473,1,4,118.365,553.214,200.529,376.871,176.343,52.8895,22.5842,37.7368,15.1527,1617.4,1153.63,463.771,3.40478,1.78353,-1.62125
421.187,149.93,285.559,135.629,11.2184,-2.60548,4.30646,6.91195,565.121,300.263,264.859,1.6081,0.319217,-1.28888,1,4,25.3059,422.817,18.9138,220.866,201.952,28.6965,-10.7581,8.96921,19.7273,4933.44,3982.12,951.317,5.81567,3.58439,-2.23128
305.869,231.739,268.804,37.0651,7.07214,5.21553,6.14383,0.928302,963.339,925.17,38.1688,-2.14952,-1.90731,0.242204,1,4,34.6367,339.469,174.416,256.942,82.5264,20.2143,6.62542,13.4199,6.79446,1598.53,394.096,1204.43,4.36389,0.991289,-3.3726
378.099,320.96,349.529,28.5696,8.85271,8.85271,8.85271,4.76837e-07,396.331,366.748,29.5837,-0.577308,-0.311646,0.265662,1,4,103.557,428.524,129.865,279.195,149.329,80.3785,37.5248,58.9517,21.4268,1518.65,545.136,973.511,3.84397,1.28225,-2.56172
1621.9,161.674,891.786,730.112,49.0061,23.1311,36.0686,12.9375,1814.2,914.365,899.835,0.89012,0.221005,-0.669115,1,4,30.4999,260.18,45.0323,152.606,107.574,26.8544,2.66153,14.758,12.0964,1165.74,568.469,597.268,-4.38828,-1.98936,2.39892
264.631,110.413,187.522,77.1086,3.13873,3.13874,3.13873,-9.53674e-07,267.083,189.906,77.1776,0.116103,0.158412,0.0423087,1,4,244.412,543.023,335.146,439.085,103.938,99.3351,81.494,90.4146,8.92051,3504.67,2485.04,1019.63,5.39182,2.41793,-2.9739
400.322,17.0377,208.68,191.642,5.73649,4.18922,4.96285,0.773634,535.467,320.352,215.115,-0.503046,-0.993052,-0.490006,1,4,98.3324,519.097,89.8229,304.46,214.637,41.0442,1.80294,21.4236,19.6206,1531.44,586.264,945.181,3.43431,1.27211,-2.1622
155.463,85.8936,120.678,34.7846,4.79042,2.72349,3.75695,1.03346,289.316,236.7,52.6155,-2.2676,-1.29424,0.973358,1,4,382.03,763.02,432.365,597.693,165.328,110.892,59.477,85.1847,25.7077,2938.7,1554.27,1384.43,-4.4225,-1.608,2.8145
472.7,271.901,372.301,100.4,67.9635,61.4834,64.7234,3.24004,1023.13,921.909,101.225,1.67768,1.55367,-0.124012,1,4,123.576,195.852,69.479,132.666,63.1865,31.2865,9.79268,20.5396,10.7469,765.878,388.278,377.6,-4.2084,-1.73499,2.47341
195.486,86.7228,141.105,54.3818,5.05343,0.647881,2.85065,2.20277,371.184,166.307,204.877,-1.41252,0.588844,2.00137,1,4,72.6693,223.436,46.7649,135.1,88.3353,16.8932,3.81937,10.3563,6.53691,780.359,427.673,352.686,3.88059,1.81924,-2.06134
266.445,217.43,241.938,24.5073,5.75777,3.27372,4.51574,1.24203,339.025,258.317,80.7082,1.49551,-0.365483,-1.861,1,4,329.966,525.864,439.051,482.458,43.4065,34.612,18.0487,26.3303,8.28166,2698.47,1088.26,1610.22,-5.75952,-1.45305,4.30647
514.518,343.27,428.894,85.6239,8.47422,3.40938,5.9418,2.53242,689.854,576.875,112.979,1.5875,0.808416,-0.779081,1,4,99.2592,437.264,297.914,367.589,69.6749,86.5577,52.1797,69.3687,17.189,1402.12,554.26,847.857,-4.14893,-0.958811,3.19012
234.131,177.57,205.851,28.2804,5.61144,5.61144,5.61144,-3.37175e-07,245.964,217.273,28.6912,0.500802,0.33056,-0.170242,1,4,357.485,554.774,310.842,432.808,121.966,88.4978,75.2941,81.896,6.60184,1875.28,1442.72,432.56,3.81066,1.87215,-1.93851
149.027,14.961,81.9939,67.0329,13.2994,3.03929,8.16934,5.13005,663.117,299.495,363.622,0.406445,-1.96893,-2.37537,1,4,108.937,219.956,106.016,162.986,56.9698,30.0167,8.4802,19.2484,10.7682,1860.77,389.541,1471.22,5.46022,1.51615,-3.94407
679.002,569.509,624.255,54.7462,17.6516,15.2033,16.4275,1.22412,916.039,859.591,56.448,-1.09059,-0.842854,0.247732,1,4,24.6886,726.471,576.046,651.259,75.2125,53.2997,31.2412,42.2704,11.0292,1785.2,944.941,840.264,-4.02026,-0.915808,3.10445
598.538,46.0866,322.312,276.226,20.0759,-20.0759,-6.60725e-06,20.0759,737.64,339.468,398.172,-1.2312,-0.324843,0.906355,1,4,34.4948,501.368,64.584,282.976,218.392,105.362,30.8895,68.1258,37.2363,1310.91,738.681,572.228,-3.22465,-1.60914,1.61552
314.94,189.985,252.463,62.4777,0.436329,-0.436318,5.3948e-06,0.436323,542.295,458.933,83.3622,-2.00114,-1.20474,0.796407,1,4,206.226,539.882,138.147,339.015,200.868,36.0722,14.5512,25.3117,10.7605,3111.94,578.927,2533.02,4.35369,1.12762,-3.22608
761.639,473.718,617.679,143.961,13.4693,5.65803,9.56365,3.90562,793.546,623.761,169.785,-0.450494,0.139373,0.589866,1,4,105.383,543.048,65.2476,304.148,238.9,64.5121,31.3273,47.9197,16.5924,2497.82,906.012,1591.81,-4.33775,-1.75375,2.58399
397.932,256.728,327.33,70.6022,9.20042,3.23774,6.21908,2.98134,487.411,363.964,123.447,-1.62587,-0.468477,1.1574,1,4,59.0503,314.165,3.78455,158.975,155.19,16.9812,7.97578,12.4785,4.50269,1886.07,904.584,981.488,4.95521,2.42397,-2.53124
667.008,2.86234,334.935,332.073,6.90576,-0.255431,3.32516,3.58059,877.393,342.082,535.311,1.26249,0.205981,-1.05651,1,4,183.403,428.361,212.46,320.41,107.951,84.1154,36.9297,60.5226,23.5929,1329.16,549.37,779.79,3.79145,1.12624,-2.66521
531.213,300.705,415.959,115.254,29.2134,29.2134,29.2134,2.6974e-06,1250.67,1134.43,116.247,1.79181,1.66064,-0.131172,1,4,197.963,169.928,101.167,135.548,34.3804,16.9992,2.71917,9.85919,7.14002,851.575,198.119,653.455,-4.56275,-0.925573,3.63718
309.603,241.279,275.441,34.1622,15.5714,11.7645,13.668,1.90348,372.956,323.151,49.8044,-0.344066,0.578688,0.922754,1,4,169.296,617.447,396.555,507.001,110.446,37.2983,7.54747,22.4229,14.8754,4342.57,3636.31,706.263,5.20066,2.65844,-2.54221
504.668,282.053,393.361,111.307,2.53458,2.53458,2.53458,0,781.019,394.31,386.709,1.98631,0.0691726,-1.91714,1,4,74.9672,675.659,174.405,425.032,250.627,116.247,50.7089,83.4777,32.7689,2046.98,1107.76,939.226,3.60428,1.60897,-1.99531
599.268,450.881,525.074,74.1934,9.20075,-1.10492,4.04791,5.15284,900.71,820.045,80.6647,-1.42517,-1.01572,0.409446,1,4,81.6685,398.125,38.8732,218.499,179.626,56.0712,-9.36419,23.3535,32.7177,1286.16,806.705,479.459,-3.61534,-1.98002,1.63532
257.622,59.7529,158.688,98.9348,16.3029,-16.3029,3.8147e-06,16.3029,961.571,164.431,797.14,3.04387,0.268235,-2.77563,1,4,111.661,238.738,87.3763,163.057,75.6807,16.9751,11.785,14.38,2.59503,1202.19,1107.96,94.2302,-3.28972,-2.60378,0.685943
226.337,134.799,180.568,45.769,17.1057,5.65036,11.378,5.72765,377.498,319.757,57.7409,0.472191,1.17243,0.70024,1,4,39.9783,429.497,102.639,266.068,163.429,33.5719,2.68839,18.1302,15.4418,1423.72,640.23,783.485,3.77377,1.52451,-2.24926
440.526,346.436,393.481,47.0447,9.98668,2.40552,6.1961,3.79058,509.789,441.865,67.9242,0.417469,-0.490751,-0.90822,1,4,209.437,226.701,101.299,164,62.7007,40.4755,26.2539,33.3647,7.11081,1199.74,553.624,646.116,4.90849,1.88517,-3.02333
819.596,642.919,731.257,88.3388,19.8647,2.37194,11.1183,8.74638,920.357,798.328,122.03,1.26886,0.424847,-0.844013,1,4,38.1872,574.42,288.785,431.602,142.817,69.4948,53.9189,61.7068,7.78794,3122.05,479.763,2642.29,-4.05892,-0.448671,3.61025
683.603,421.986,552.795,130.809,34.7692,27.0842,30.9267,3.84252,911.261,739.01,172.251,-0.0220473,-0.798032,-0.775985,1,4,117.108,632.104,503.701,567.902,64.2017,96.2734,81.1137,88.6935,7.57986,1888.6,1369.4,519.195,-4.30439,-1.52495,2.77944
136.434,50.3568,93.3954,43.0387,4.26294,1.26804,2.76549,1.49745,233.722,128.05,105.671,-0.710467,0.836486,1.54695,1,4,387.017,377.616,41.8062,209.711,167.905,70.1915,32.151,51.1712,19.0202,1037.55,532.417,505.13,-3.3435,-1.57853,1.76497
839.505,360.393,599.949,239.556,51.3947,4.94331,28.169,23.2257,2169.99,1880.5,289.492,1.17981,1.809,0.629193,1,4,39.7984,686.555,341.858,514.207,172.349,103.933,51.9785,77.9558,25.9773,2509.77,1131.62,1378.14,4.19112,1.42311,-2.76801
593.321,191.769,392.545,200.776,2.32845,-2.32843,7.62939e-06,2.32844,821.359,549.171,272.188,-0.045812,-0.865994,-0.820182,1,4,122.872,110.526,13.5773,62.0517,48.4743,12.8513,-0.207381,6.32197,6.52935,757.29,517.923,239.367,-5.09064,-2.81132,2.27932
160.866,14.4161,87.6413,73.2252,8.14307,5.60327,6.87317,1.2699,467.91,394.058,73.8523,-2.05399,-2.18364,-0.129645,1,4,260.176,336.902,109.356,223.129,113.773,35.0015,-2.82093,16.0903,18.9112,2681.15,350.961,2330.18,4.73562,1.02361,-3.71201
380.94,230.373,305.656,75.2833,8.20322,5.13061,6.66691,1.53631,1105.76,967.108,138.656,0.598701,1.81901,1.22031,1,4,22.1776,320.141,33.7496,176.945,143.196,27.8168,-8.01072,9.90302,17.9137,1292.89,1133.58,159.313,-2.99966,-2.54426,0.455399
255.861,8.8617,132.361,123.5,4.14123,-0.224617,1.95831,2.18292,345.689,156.837,188.852,-1.58697,-0.598986,0.987986,1,4,100.513,241.357,75.6497,158.503,82.8536,34.5048,7.34982,20.9273,13.5775,1372.34,1245.35,126.99,3.73384,2.75032,-0.983517
458.798,289.438,374.118,84.6801,10.1397,2.66288,6.4013,3.73843,510.597,378.473,132.124,0.862487,-0.151482,-1.01397,1,4,160.671,822.827,70.8472,446.837,375.99,98.7642,-63.4698,17.6472,81.117,2692.5,1525.06,1167.44,3.69508,1.89848,-1.79659
908.924,31.934,470.429,438.495,3.8471,0.2054,2.02625,1.82085,1558.13,1108.22,449.91,1.72922,1.50157,-0.227647,1,4,37.3442,216.858,43.157,130.007,86.8503,26.7463,-1.22943,12.7584,13.9879,1238.62,227.616,1011.01,-4.30316,-1.15744,3.14572
344.888,176.16,260.524,84.3642,20.5112,3.31013,11.9107,8.60055,1132.22,829.739,302.482,3.77541,1.82584,-1.94956,1,4,421.781,747.249,543.418,645.334,101.915,76.5549,48.2127,62.3838,14.1711,2222.68,1839.39,383.288,3.70657,1.70766,-1.99892
302.139,215.106,258.623,43.5164,1.57025,1.04976,1.31,0.260244,326.765,264.661,62.104,-1.10978,-0.215607,0.894172,1,4,137.765,365.434,100.123,232.779,132.655,35.9727,-4.64175,15.6655,20.3072,1878.87,1311.39,567.479,4.54585,2.41386,-2.13199
268.054,13.8831,140.968,127.085,8.17841,-4.77621,1.7011,6.47731,420.842,192.547,228.295,2.02125,0.83124,-1.19001,1,4,195.645,289.013,207.207,248.11,40.903,30.5436,11.2658,20.9047,9.63887,1177.47,645.421,532.051,4.86647,1.60943,-3.25704
671.053,101.849,386.451,284.602,13.1491,-5.26262,3.94322,9.20585,771.039,425.73,345.309,-0.194406,0.447034,0.64144,1,4,48.2165,169.562,26.2519,97.907,71.6551,26.1057,11.2557,18.6807,7.42502,978.692,303.017,675.675,4.72783,1.79372,-2.93411
382.132,220.149,301.141,80.9911,34.0668,31.224,32.6454,1.42144,428.046,319.117,108.929,-0.480704,0.327578,0.808282,1,4,129.857,653.577,347.187,500.382,153.195,53.3164,-1.19362,26.0614,27.255,2769.6,1128.08,1641.52,-4.51497,-1.45248,3.06249
555.16,80.9302,318.045,237.115,17.5985,17.5985,17.5985,-3.8147e-06,1174.14,890.217,283.927,-1.07019,-1.68865,-0.618462,1,4,156.676,618.364,429.631,523.997,94.3663,24.8899,9.84739,17.3686,7.52124,3015.33,808.594,2206.74,-4.8445,-0.999735,3.84477
377.283,130.559,253.921,123.362,7.14699,2.58857,4.86778,2.27921,486.316,361.418,124.898,0.73375,0.890321,0.156571,1,4,159.166,392.425,157.929,275.177,117.248,92.4853,32.7193,62.6023,29.883,1573.01,659.929,913.082,-4.25727,-1.51628,2.74099
217.997,100.012,159.004,58.9924,4.67361,-1.31643,1.67859,2.99502,459.415,395.164,64.2514,1.1439,1.56032,0.416421,1,4,180.732,447.827,181.299,314.563,133.264,37.5391,-2.8459,17.3466,20.1925,2011.29,1041.89,969.4,4.53951,1.867,-2.67251
259.222,136.711,197.967,61.2555,5.28948,5.28948,5.28948,0,281.276,220.019,61.2567,0.460837,0.467065,0.00622769,1,4,410.994,386.377,156.393,271.385,114.992,57.4787,33.4051,45.4419,12.0368,1952.48,391.554,1560.92,-4.19989,-0.899965,3.29993
124,61.524,92.7619,31.2379,6.11541,6.11542,6.11542,-4.76837e-07,292.292,257.389,34.9034,1.1994,1.67922,0.479821,1,4,68.4783,264.284,165.805,215.044,49.2399,22.9254,12.1541,17.5398,5.38567,1169.92,816.709,353.212,4.66804,2.00954,-2.6585
90.2152,21.8294,56.0223,34.1929,2.95295,2.95295,2.95295,-1.16801e-06,122.872,62.5935,60.2788,-0.690518,0.477229,1.16775,1,4,125.628,260.939,82.3987,171.669,89.2704,36.7849,23.6215,30.2032,6.5817,1063.55,593.132,470.421,-4.25589,-1.91001,2.34588
731.297,52.8182,392.058,339.24,9.52954,-9.52956,-1.07896e-05,9.52955,1521.1,835.161,685.937,-0.0596166,-1.38906,-1.32945,1,4,114.248,342.915,56.3465,199.631,143.284,30.3344,-7.74355,11.2954,19.039,3532.65,2007.71,1524.94,-6.05466,-2.99893,3.05573
252.821,162.622,207.722,45.0998,2.98646,-0.794593,1.09593,1.89053,314.051,267.246,46.8048,-1.01107,-0.740031,0.271041,1,4,199.629,430.636,316.172,373.404,57.2321,31.6044,20.9436,26.274,5.3304,3828.55,630.989,3197.56,5.83081,1.11472,-4.71609
368.518,40.5708,204.544,163.973,5.65372,-0.325578,2.66407,2.98965,443.328,279.203,164.125,-0.86916,-0.830275,0.0388843,1,4,277.455,342.429,123.506,232.967,109.462,37.2269,9.21457,23.2207,14.0061,1008.65,364.102,644.551,3.47261,1.01402,-2.4586
460.582,316.486,388.534,72.0481,3.29318,-1.00374,1.14472,2.14846,509.425,388.8,120.625,-1.06721,0.0368648,1.10407,1,4,25.8788,525.72,202.73,364.225,161.495,48.1718,-4.52104,21.8254,26.3464,3584.57,1272.77,2311.8,-5.27621,-1.92304,3.35317
472.755,263.42,368.088,104.667,9.3805,2.91912,6.14981,3.23069,611.802,396.781,215.022,-0.955646,0.392,1.34765,1,4,66.7986,517.146,212.838,364.992,152.154,80.1209,66.1751,73.148,6.97289,2292.49,1006.53,1285.95,-4.49405,-1.67007,2.82398
150.339,9.12866,79.7337,70.605,6.12383,-3.04272,1.54056,4.58328,801.574,426.722,374.852,0.00822449,2.36174,2.35351,1,4,108.039,122.86,49.0177,85.9388,36.9211,8.24988,1.47399,4.86193,3.38795,957.649,164.566,793.082,-5.02561,-1.26587,3.75974
98.5397,47.0642,72.802,25.7378,16.4795,14.4266,15.453,1.02645,142.442,106.377,36.0651,0.044456,0.912169,0.867713,1,4,67.8367,194.962,15.7762,105.369,89.593,21.6302,-3.80506,8.91258,12.7176,2269.63,1849.06,420.572,-5.78476,-3.55728,2.22747
516.586,412.529,464.558,52.0286,8.03604,7.66376,7.8499,0.186138,635.566,465.232,170.334,1.9061,0.0511674,-1.85493,1,4,125.64,673.711,531.179,602.445,71.2661,91.8753,79.894,85.8846,5.99068,2828.52,1010.34,1818.18,5.03378,1.10185,-3.93193
676.856,565.701,621.279,55.5776,9.37249,9.3725,9.3725,-3.8147e-06,820.108,634.323,185.785,-1.67278,0.204016,1.8768,1,4,299.12,659.033,365.811,512.422,146.611,49.1336,25.9754,37.5545,11.5791,2521.47,2194.43,327.034,3.57381,2.13361,-1.44021
206.682,124.762,165.722,40.9602,9.48076,6.84264,8.1617,1.31906,353.69,286.785,66.9056,-0.0715898,-1.14463,-1.07304,1,4,99.0927,690.824,33.1063,361.965,328.859,127.631,24.6513,76.1411,51.4898,2991.88,782.187,2209.7,3.99216,1.39989,-2.59227
96.6284,17.625,57.1267,39.5017,5.32051,2.45387,3.88719,1.43332,249.723,92.195,157.528,-3.11712,-1.05686,2.06026,1,4,9.09834,137.493,18.4266,77.96,59.5334,8.27744,-1.32459,3.47643,4.80101,603.279,168.057,435.222,4.07996,1.40227,-2.67769
178.221,5.86211,92.0414,86.1793,18.8355,12.6683,15.7519,3.08359,901.925,428.008,473.917,0.171765,-2.21759,-2.38936,1,4,194.455,390.713,6.74153,198.727,191.986,34.9743,1.37486,18.1746,16.7997,2304.33,347.291,1957.04,4.16791,1.15545,-3.01247
115.137,40.9251,78.031,37.1059,4.09243,0.0102503,2.05134,2.04109,419.881,382.702,37.1796,-2.30354,-2.27272,0.0308161,1,4,39.9893,493.607,118.602,306.105,187.502,107.406,41.0228,74.2146,33.1918,1645.67,647.587,998.082,3.72943,1.37374,-2.35569
152.581,15.2763,83.9287,68.6524,5.95224,-3.95698,0.99763,4.95461,378.489,108.687,269.802,1.29469,-0.750315,-2.04501,1,4,19.8656,169.175,42.6762,105.925,63.2492,32.9533,2.83219,17.8928,15.0606,1069.33,783.698,285.636,-4.87644,-2.68957,2.18687
211.34,58.4805,134.91,76.4296,11.952,6.49649,9.22423,2.72774,1052.96,675.025,377.94,-0.0119534,-2.29305,-2.2811,1,4,48.5302,316.965,26.0897,171.527,145.438,39.5008,-3.3142,18.0933,21.4075,2559.8,1848.02,711.785,-5.33817,-3.06806,2.27011
494.598,337.275,415.937,78.6612,2.28935,-0.791526,0.74891,1.54044,536.681,447.846,88.8349,-0.892188,-0.389242,0.502946,1,4,20.9532,406.939,180.229,293.584,113.355,33.4055,9.10497,21.2553,12.1503,1586.51,611.112,975.393,4.20412,1.36213,-2.84199
409.21,11.2838,210.247,198.963,13.4773,11.4044,12.4408,1.03645,724.238,289.384,434.854,-0.576881,0.841153,1.41803,1,4,56.4339,470.128,110.23,290.179,179.949,111.386,52.045,81.7155,29.6705,2360.74,1240.61,1120.14,4.64461,2.1298,-2.51481
383.331,210.438,296.884,86.4466,12.8852,9.61722,11.2512,1.63398,771.328,463.952,307.376,0.925128,-1.01616,-1.94129,1,4,119.409,324.448,189.91,257.179,67.2692,23.7972,10.9145,17.3558,6.44131,928.595,669.779,258.816,3.63378,1.61088,-2.02291
294.111,38.3281,166.22,127.892,2.18514,2.18514,2.18514,-2.6974e-06,460.599,332.553,128.046,1.2682,1.31733,0.0491268,1,4,163.968,514.936,238.773,376.855,138.082,110.946,51.5984,81.272,29.6736,2204.84,471.015,1733.82,-3.88906,-0.667415,3.22165
467.146,397.287,432.217,34.9298,11.3707,11.3707,11.3707,-6.7435e-07,623.848,562.85,60.9976,0.397416,-0.758806,-1.15622,1,4,36.0237,146.184,92.8266,119.505,26.6789,27.2043,19.6075,23.4059,3.79842,2187.78,1729.33,458.456,6.90024,3.36399,-3.53625
527.896,438.349,483.123,44.7734,18.9001,0.372064,9.63608,9.26401,596.659,492.268,104.391,-1.67904,-0.193272,1.48576,1,4,16.7475,462.839,219.097,340.968,121.871,38.1805,16.908,27.5442,10.6363,1386.23,826.272,559.956,3.73789,1.53209,-2.2058
478.475,188.757,333.616,144.859,2.50858,2.5086,2.50859,-6.60725e-06,1058.35,700.642,357.705,0.180385,-1.37293,-1.55332,1,4,355.6,378.636,4.81708,191.727,186.91,21.3444,-2.55525,9.39458,11.9498,1680.55,1413.75,266.793,-3.57945,-2.68643,0.893021
259.662,153.019,206.34,53.3214,5.70917,-3.43283,1.13817,4.571,513.671,256.685,256.986,2.93979,0.68506,-2.25473,1,4,53.1485,268.015,85.0241,176.519,91.4952,28.9205,5.25245,17.0865,11.834,1659.84,1172.48,487.359,4.9374,2.58077,-2.35663
591.824,71.9985,331.911,259.913,18.0995,3.3067,10.7031,7.39641,632.711,332.416,300.295,0.5051,-0.0447512,-0.549851,1,4,174.36,757.499,348.392,552.946,204.553,103.711,58.401,81.0559,22.6549,2932.07,2547.21,384.862,-3.45173,-2.20813,1.2436
403.441,149.15,276.296,127.146,17.2378,11.7062,14.472,2.76579,485.414,297.167,188.247,-0.561637,0.383047,0.944684,1,4,23.8946,386.01,69.5561,227.783,158.227,50.9431,-5.41631,22.7634,28.1797,1901.38,652.513,1248.87,4.46779,1.71298,-2.75482
604.218,60.2366,332.227,271.991,26.9244,-8.89408,9.01516,17.9092,1061.82,506.708,555.108,-2.32407,-0.984408,1.33966,1,4,120.299,439.528,166.751,303.14,136.389,31.8576,9.56275,20.7102,11.1474,1790.7,1299.03,491.666,4.08965,2.1343,-1.95535
420.627,365.847,393.237,27.3898,25.7814,22.8276,24.3045,1.47691,423.104,394.209,28.8953,0.359511,0.0335789,-0.325932,1,4,26.2686,435.204,31.0106,233.107,202.096,54.9672,8.44359,31.7054,23.2618,2772.82,1336.15,1436.67,-5.08058,-2.43122,2.64937
384.372,205.409,294.89,89.4815,1.2529,-1.25291,-5.3948e-06,1.25291,491.945,400.347,91.5982,1.03899,0.822343,-0.216645,1,4,109.512,381.941,191.787,286.864,95.0768,31.0887,-1.61462,14.7371,16.3517,1670.63,634.101,1036.53,-4.5103,-1.43044,3.07986
293.317,64.1772,178.747,114.57,7.07594,-1.33,2.87297,4.20297,334.354,219.674,114.68,0.640344,0.664268,0.0239234,1,4,261.663,268.702,19.2047,143.953,124.748,31.6796,3.82808,17.7539,13.9258,3359.03,2760.1,598.926,5.89666,3.64598,-2.25068
207.855,53.1445,130.5,77.3555,15.9893,-10.6466,2.67135,13.3179,1528.21,130.53,1397.68,-3.59288,-0.00638521,3.58649,1,4,233.86,425.638,361.839,393.739,31.8996,35.691,23.5204,29.6057,6.08527,2028.57,1719.83,308.743,-5.11411,-2.15392,2.96019
736.929,332.312,534.621,202.308,22.6525,18.4709,20.5617,2.09082,740.149,535.436,204.712,-0.193337,-0.0396684,0.153669,1,4,46.0793,365.267,225.053,295.16,70.107,27.9192,11.2336,19.5764,8.34278,1547.09,651.016,896.074,4.66735,1.42778,-3.23957
396.381,343.85,370.116,26.2658,2.90622,1.03557,1.9709,0.935326,801.697,736.454,65.2435,-2.87071,-1.31104,1.55967,1,4,275.14,716.382,622.781,669.581,46.8006,73.8897,60.163,67.0264,6.86332,2452.07,1751.41,700.658,-5.01326,-1.61516,3.39811
342.925,246.103,294.514,48.4111,6.20264,-3.06625,1.5682,4.63444,548.895,486.804,62.0907,-1.81884,-1.08822,0.730625,1,4,340.047,701.902,581.182,641.542,60.3599,103.934,85.5063,94.7202,9.21389,2179.19,1387.56,791.638,-4.66902,-1.40362,3.2654
600.978,283.978,442.478,158.5,12.3235,8.47847,10.401,1.92251,904.34,607.293,297.047,-0.402865,0.83813,1.241,1,4,63.1367,308.42,194.89,251.655,56.7648,28.5484,9.43149,18.9899,9.55843,548.175,331.406,216.769,-2.78839,-0.773942,2.01445
454.619,372.878,413.749,40.8706,17.6874,14.6349,16.1611,1.52627,1113.36,1072.02,41.3375,1.45916,1.60556,0.146391,1,4,211.436,564.289,343.323,453.806,110.483,92.6232,68.6201,80.6217,12.0015,3152.39,484.497,2667.9,4.20028,0.323384,-3.8769
429.699,5.4276,217.563,212.136,5.53783,3.20004,4.36894,1.1689,625.103,410.625,214.478,1.39764,1.24928,-0.148361,1,4,139.069,218.418,78.8407,148.63,69.7888,27.3272,14.4662,20.8967,6.43048,3152.48,2602.63,549.843,6.3083,3.55512,-2.75318
246.667,105.574,176.121,70.5466,8.24339,4.23892,6.24116,2.00223,371.99,292.555,79.4349,-0.597984,-1.09415,-0.496163,1,4,187.803,379.076,188.663,283.87,95.2064,14.6275,-6.71731,3.95509,10.6724,1921.46,546.964,1374.49,4.63531,1.2736,-3.36171
