Tau_PT_sum,Tau_PT_dif,Tau_PT_1,Tau_PT_2,Tau_Mass_sum,Tau_Mass_dif,Tau_Mass_1,Tau_Mass_2,Tau_Ener_sum, Tau_Ener_1, Tau_Ener_2,Tau_Eta_dif,Tau_Eta_1,Tau_Eta_2,type,type_2,Miss_MET,Jet_PT_sum,Jet_PT_dif,Jet_PT_1,Jet_PT_2,Jet_Mass_sum,Jet_Mass_dif,Jet_Mass_1,Jet_Mass_2,Jet_Ener_sum,Jet_Ener_1,Jet_Ener_2,Jet_Eta_dif,Jet_Eta_1,Jet_Eta_2
622.188,415.485,518.836,103.352,27.0122,20.1431,23.5776,3.43452,2548.42,2250.25,298.172,0.425614,2.14674,1.72112,1,5,68.582,269.08,31.3302,150.205,118.875,26.0466,-15.8376,5.10449,20.9421,1345.16,1043.54,301.616,4.20658,2.62629,-1.58029
604.204,0.345154,302.274,301.929,16.5617,9.18575,12.8737,3.688,983.221,324.324,658.897,1.03883,-0.377488,-1.41632,1,5,84.1918,500.883,180.582,340.733,160.151,24.6432,4.12491,14.3841,10.2592,2147.5,1255.28,892.214,-4.38066,-1.97815,2.40252
237.706,148.238,192.972,44.7343,13.8586,9.2213,11.5399,2.31865,415.531,206.454,209.077,1.85617,-0.367232,-2.2234,1,5,88.7312,194.862,56.9566,125.91,68.9529,19.2138,11.7889,15.5014,3.71241,780.723,642.509,138.214,3.63204,2.31293,-1.31912
444.443,138.135,291.289,153.154,14.1635,-8.8533,2.6551,11.5084,1892.61,1008.35,884.264,0.525445,-1.91335,-2.43879,1,5,56.4695,238.083,126.663,182.373,55.7099,26.6358,17.3423,21.989,4.64672,1420.96,1235.66,185.297,-4.47202,-2.6008,1.87121
209.632,147.17,178.401,31.2309,6.55293,4.87014,5.71154,0.841396,567.833,501.589,66.2445,-3.07772,-1.69358,1.38413,1,5,74.5051,139.113,11.2006,75.1566,63.9559,19.2865,-0.357507,9.46448,9.82198,2404.02,1661.33,742.69,-6.93171,-3.78842,3.14328
407.273,316.621,361.947,45.3258,10.6473,9.8956,10.2714,0.375829,869.784,783.142,86.6427,0.142289,1.4066,1.26431,1,5,157.322,256.226,15.6229,135.925,120.302,66.2492,5.63834,35.9438,30.3054,1202.52,677.799,524.722,-4.43914,-2.28825,2.15089
517.483,378.368,447.926,69.5578,4.80352,2.40794,3.60573,1.19779,802.703,685.584,117.118,2.10053,0.989266,-1.11126,1,5,35.7485,559.098,367.148,463.123,95.9751,72.2227,47.0486,59.6356,12.587,2061.22,1488.5,572.72,-4.30682,-1.83471,2.47211
1200.1,76.2091,638.152,561.943,20.0303,7.61371,13.822,6.20829,1375.99,668.612,707.374,0.397665,-0.30704,-0.704705,1,5,106.847,370.212,39.8428,205.028,165.185,24.0267,3.31203,13.6694,10.3574,1862.36,1172.98,689.384,-4.5366,-2.42951,2.10709
642.293,394.23,518.262,124.032,9.79394,3.60227,6.6981,3.09584,872.315,642.1,230.215,-1.9076,-0.678136,1.22947,1,5,181.409,461.77,40.1913,250.981,210.789,91.9764,-14.5552,38.7106,53.2658,1549.34,876.208,673.13,3.74663,1.92118,-1.82545
341.818,244.851,293.334,48.4834,7.15141,3.1101,5.13075,2.02066,681.969,507.552,174.417,-0.808501,1.1449,1.9534,1,5,117.911,284.32,184.96,234.64,49.6801,34.8742,21.2182,28.0462,6.82801,1928.07,992.541,935.524,-5.7486,-2.12068,3.62792
162.144,104.824,133.484,28.6598,0.339741,-0.339733,3.8147e-06,0.339737,225.8,195.177,30.6227,1.29565,0.927794,-0.367853,1,5,462.868,735.663,542.016,638.84,96.8234,29.4468,29.4468,29.4468,-1.07896e-05,3303.04,2679.92,623.121,4.66136,2.11245,-2.54891
892.401,636.053,764.227,128.174,33.0257,27.2823,30.154,2.87167,1558.61,1239.65,318.96,0.497631,-1.06408,-1.56172,1,5,124.917,1152.77,936.343,1044.56,108.212,44.6647,17.0655,30.8651,13.7996,3575.22,1204.58,2370.63,-4.32547,-0.546041,3.77943
256.635,11.1978,133.917,122.719,7.71141,4.52132,6.11637,1.59504,592.441,381.094,211.348,2.84562,1.70643,-1.13919,1,5,147.415,167.768,0.986603,84.3773,83.3907,25.3748,6.36523,15.87,9.50477,599.753,236.646,363.107,3.83909,1.68858,-2.1505
527.73,238.051,382.891,144.84,12.4711,-4.92702,3.77206,8.69908,605.429,425.72,179.71,1.14729,0.468593,-0.678698,1,5,175.523,921.836,97.1599,509.498,412.338,115.965,64.8597,90.4122,25.5525,3135.7,2058.8,1076.9,-3.68692,-2.07293,1.61399
250.736,47.8279,149.282,101.454,7.56361,4.44626,6.00494,1.55867,576.807,232.1,344.707,0.88438,-1.00945,-1.89383,1,5,115.006,466.329,192.229,329.279,137.05,91.6921,63.8786,77.7853,13.9068,2740.63,2491.74,248.888,3.91378,2.71209,-1.20169
541.404,142.472,341.938,199.466,8.7621,2.82102,5.79156,2.97054,829.235,596.553,232.682,1.72423,1.155,-0.569228,1,5,65.2775,178.279,113.959,146.119,32.1601,16.8778,7.22434,12.0511,4.82673,1567.66,1200.01,367.653,-5.92259,-2.79503,3.12756
369.381,139.94,254.661,114.721,5.38994,2.94458,4.16726,1.22268,727.85,402.551,325.298,0.671408,-1.03132,-1.70273,1,5,54.246,436.641,44.5561,240.598,196.042,89.1467,37.326,63.2364,25.9104,2116.04,1329.79,786.249,4.45896,2.39335,-2.06561
665.55,211.543,438.547,227.003,6.44687,4.40466,5.42577,1.02111,887.516,645.738,241.778,0.578476,0.937315,0.358839,1,5,193.958,359.525,116.269,237.897,121.628,27.4738,6.39659,16.9352,10.5386,1673.95,717.998,955.947,-4.51958,-1.76883,2.75075
227.972,164.385,196.178,31.7936,0.797827,-0.797849,-1.07896e-05,0.797838,610.21,576.544,33.6659,1.40021,1.74089,0.340673,1,5,38.8201,257.029,109.514,183.271,73.7579,25.7339,6.88869,16.3113,9.42261,1890.02,792.679,1097.34,5.53558,2.14374,-3.39184
522.521,328.983,425.752,96.7689,3.06638,3.06637,3.06638,2.33602e-06,546.143,431.795,114.348,-0.425856,0.168133,0.59399,1,5,381.171,751.542,677.902,714.722,36.8198,87.9379,87.1213,87.5296,0.408254,2603.32,1749.28,854.046,5.37885,1.54222,-3.83663
182.423,91.5016,136.962,45.4609,3.40605,3.40605,3.40605,-9.53674e-07,259.135,175.95,83.1848,0.475199,-0.737395,-1.21259,1,5,537.469,856.724,61.4866,459.105,397.619,119.107,-33.2304,42.9384,76.1688,2897.15,1849.52,1047.63,-3.69144,-2.0705,1.62095
217.734,75.3719,146.553,71.1809,7.48224,3.44983,5.46603,2.0162,397.102,322.732,74.3692,1.12943,1.42636,0.296928,1,5,72.5843,205.226,131.226,168.226,36.9999,24.1591,14.3391,19.2491,4.91,2913.7,2161.25,752.445,-6.94966,-3.24472,3.70493
240.969,98.2621,169.615,71.3533,3.15834,1.1083,2.13332,1.02502,761.961,690.599,71.3619,-2.08756,-2.08173,0.00582671,1,5,98.0562,130.866,9.70607,70.2863,60.5802,24.727,0.59869,12.6628,12.0642,1870.56,659.775,1210.78,6.61696,2.92944,-3.68753
254.425,37.1329,145.779,108.646,5.93682,1.55832,3.74757,2.18925,609.328,146.174,463.154,-2.06003,0.0690193,2.12905,1,5,147.212,364.034,94.2878,229.161,134.873,33.7578,-8.86559,12.4461,21.3117,1262.96,712.112,550.851,3.88401,1.79984,-2.08417
1001.72,386.519,694.121,307.602,14.5742,-7.48041,3.54688,11.0273,1167.09,790.398,376.689,-1.1783,-0.520766,0.657531,1,5,159.06,632.34,491.247,561.793,70.5463,80.8913,62.7059,71.7986,9.09268,3105.53,2805.68,299.852,-4.41646,-2.2909,2.12556
436.74,113.14,274.94,161.8,6.81185,2.81109,4.81147,2.00038,1190.02,720.711,469.309,-0.108642,1.61826,1.7269,1,5,178.654,302.393,120.193,211.293,91.1,36.4001,1.93067,19.1654,17.2347,1679.4,974.173,705.231,4.94453,2.20932,-2.73521
717.81,596.904,657.357,60.4527,21.7038,19.1888,20.4463,1.25752,954.914,885.912,69.0018,0.285645,0.811048,0.525404,1,5,26.6593,638.743,399.231,518.987,119.756,80.1192,42.3267,61.2229,18.8962,2247.94,1018.54,1229.39,-4.31243,-1.29296,3.01947
700.787,30.9073,365.847,334.94,58.8361,-45.5226,6.65673,52.1793,1025.52,390.722,634.794,0.883969,-0.366287,-1.25026,1,5,128.355,285.345,62.7172,174.031,111.314,29.654,-7.61449,11.0198,18.6343,3940.68,3166.46,774.218,-6.22066,-3.59352,2.62715
486.959,180.413,333.686,153.273,8.41246,-1.90224,3.25511,5.15735,1101.26,922.394,178.867,1.10613,1.67546,0.569335,1,5,23.9046,539.826,313.088,426.457,113.369,59.4816,32.5444,46.013,13.4686,1892.9,1711.8,181.105,3.10806,2.06667,-1.04139
595.384,30.0285,312.706,282.678,14.7176,0.145373,7.43148,7.28611,1174.34,825.62,348.72,2.29655,1.62601,-0.670536,1,5,364.806,673.989,234.137,454.063,219.926,67.7927,6.18349,36.9881,30.8046,2676.94,1604.24,1072.7,-4.20107,-1.93438,2.26669
487.463,55.0669,271.265,216.198,5.55729,-0.0200193,2.76864,2.78866,1324.12,903.883,420.236,-0.589595,-1.87343,-1.28383,1,5,47.8454,162.329,36.453,99.3908,62.9379,25.1836,3.90849,14.546,10.6376,857.369,760.595,96.7745,3.71103,2.72371,-0.98732
230.586,162.435,196.511,34.0753,9.2019,3.03694,6.11942,3.08248,772.202,718.645,53.5567,-0.948685,-1.97052,-1.02184,1,5,45.1858,322.658,113.743,218.2,104.458,44.2828,31.0292,37.656,6.62682,1052.03,805.993,246.038,3.48082,1.97983,-1.501
237.61,11.7377,124.674,112.936,11.9344,9.18343,10.5589,1.37547,858.867,611.258,247.609,0.850699,2.27225,1.42155,1,5,77.7912,159.217,30.5797,94.8986,64.3188,43.829,6.35708,25.093,18.736,1215.29,514.511,700.775,-5.45274,-2.37373,3.07901
220.373,148.493,184.433,35.9402,0.964194,0.964192,0.964193,9.53674e-07,494.783,430.299,64.4836,2.6799,1.49088,-1.18902,1,5,54.4092,200.419,96.1325,148.276,52.1434,23.0654,1.42098,12.2432,10.8222,2193.2,473.881,1719.32,-6.01784,-1.82925,4.18859
291.147,137.526,214.337,76.8104,10.5527,8.13854,9.34562,1.20708,783.53,351.807,431.723,1.33261,-1.07897,-2.41158,1,5,33.9334,392.765,27.0401,209.903,182.862,48.6488,7.71905,28.1839,20.4649,3255.41,1353.49,1901.93,5.58331,2.55066,-3.03266
224.058,137.882,180.97,43.0878,28.8702,13.9966,21.4334,7.43684,1219.35,1033.63,185.716,4.56724,2.42768,-2.13956,1,5,524.084,525.366,441.545,483.456,41.9106,91.6318,77.9424,84.7871,6.84474,1117.1,1051.03,66.0711,-2.42927,-1.40836,1.02091
713.987,553.708,633.847,80.1399,21.4164,15.5079,18.4622,2.95422,959.057,866.742,92.3147,1.37605,0.832618,-0.543434,1,5,256.348,472.33,209.469,340.899,131.43,77.494,32.1942,54.8441,22.6499,2661.27,1134.6,1526.68,-5.01454,-1.87099,3.14355
331.717,157.119,244.418,87.2992,17.4364,0.12128,8.77886,8.65758,681.849,328.133,353.717,1.27126,-0.805148,-2.07641,1,5,312.394,485.127,64.1296,274.628,210.499,54.8186,-7.30925,23.7547,31.0639,3314.06,2676.15,637.915,-4.73939,-2.96718,1.77221
419.969,191.06,305.514,114.455,19.248,-12.4616,3.39322,15.8548,2320.81,794.024,1526.78,1.67342,-1.609,-3.28242,1,5,264.616,749.893,426.538,588.216,161.677,52.8315,-16.2775,18.277,34.5545,1098.3,590.27,508.034,-1.88689,-0.077584,1.80931
150.84,30.9282,90.8842,59.9561,6.6651,3.60875,5.13692,1.52817,371.673,302.521,69.1529,-2.41874,-1.87219,0.546546,1,5,38.5406,198.823,121.693,160.258,38.5652,15.8739,2.89296,9.38341,6.49045,2639.49,1763.83,875.669,6.90479,3.08952,-3.81527
559.787,348.307,454.047,105.74,2.85798,-2.85798,0,2.85798,903.734,658.288,245.446,0.56904,-0.916122,-1.48516,1,5,157.42,579.098,295.987,437.543,141.555,103.437,54.0672,78.7523,24.6851,2440.25,1281.58,1158.66,4.52681,1.73531,-2.7915
353.121,182.397,267.759,85.362,9.39566,-1.27623,4.05972,5.33595,672.72,411.589,261.131,0.788311,-0.994882,-1.78319,1,5,200.556,568.328,399.034,483.681,84.6468,85.5524,66.1515,75.8519,9.70048,1658.06,1382.62,275.441,3.55763,1.70974,-1.84789
335.569,59.2383,197.404,138.165,24.5481,-6.57718,8.98545,15.5626,1297.31,972.169,325.144,-0.777765,-2.27691,-1.49915,1,5,152.088,277.557,0.642395,139.1,138.457,27.0386,5.71122,16.3749,10.6637,1463.54,924.642,538.901,-4.61649,-2.5815,2.03499
218.431,41.69,130.06,88.3704,19.4369,13.1458,16.2914,3.14553,898.564,807.985,90.5789,-2.73328,-2.51294,0.22034,1,5,159.102,153.4,5.63251,79.5162,73.8837,14.4654,-3.93657,5.26442,9.20099,1334.72,468.916,865.806,5.61271,2.46028,-3.15243
424.357,372.442,398.4,25.9577,7.48332,4.80083,6.14207,1.34125,442.743,411.397,31.3461,0.377741,-0.254301,-0.632042,1,5,212.746,498.958,186.939,342.948,156.009,61.4745,37.9907,49.7326,11.7419,1694.66,1180.27,514.394,3.76844,1.90633,-1.86212
341.341,90.377,215.859,125.482,5.96881,3.68049,4.82465,1.14416,457.504,305.43,152.074,0.241933,0.881936,0.640003,1,5,434.038,779.349,119.499,449.424,329.925,119.02,34.195,76.6074,42.4124,2797.23,1198.77,1598.45,-3.89477,-1.63488,2.25989
218.87,130.235,174.552,44.3175,9.36506,7.5452,8.45513,0.909927,304.588,174.975,129.612,1.78571,0.0500228,-1.73569,1,5,94.4163,245.559,132.822,189.19,56.3686,27.1003,17.2758,22.1881,4.91221,1386.18,1045.91,340.263,4.87845,2.39453,-2.48392
252.373,77.9456,165.159,87.2137,7.56954,-3.86059,1.85447,5.71507,632.018,435.502,196.516,0.17294,1.62466,1.45172,1,5,232.86,465.524,238.709,352.116,113.408,29.1519,-6.52791,11.312,17.8399,3199.49,2685.01,514.487,4.91263,2.72029,-2.19234
629.193,50.4088,339.801,289.392,22.2941,11.595,16.9445,5.34955,1003.51,373.263,630.245,0.976259,-0.437727,-1.41399,1,5,59.6338,241.79,86.0076,163.899,77.8909,24.4487,13.774,19.1114,5.33736,2210.82,1627.11,583.702,-5.68855,-2.98585,2.7027
807.056,643.963,725.509,81.5466,19.2338,13.7997,16.5167,2.71704,1029.93,948.31,81.6249,-0.736207,-0.764683,-0.028476,1,5,148.401,543.669,149.398,346.534,197.135,102.944,76.2477,89.5956,13.3479,2936.49,1340.33,1596.15,4.80711,2.02637,-2.78074
735.584,98.9509,417.268,318.317,21.6089,0.792296,11.2006,10.4083,960.002,440.208,519.794,-1.40174,-0.329076,1.07266,1,5,80.1419,392.812,153.737,273.274,119.537,73.2188,36.6116,54.9152,18.3036,2674.34,1204.2,1470.13,-5.36294,-2.16204,3.20089
256.031,137.934,196.983,59.0486,6.4153,4.53564,5.47547,0.939828,850.783,780.991,69.7922,-2.64854,-2.05427,0.594272,1,5,68.3231,111.703,22.0152,66.859,44.8438,8.64894,0.230753,4.43985,4.20909,2160.75,1365.97,794.774,7.27679,3.70958,-3.56721
118.053,50.9457,84.4993,33.5537,5.26506,3.04938,4.15722,1.10784,526.376,428.424,97.9518,-0.572909,-2.3066,-1.73369,1,5,286.722,312.6,12.0094,162.305,150.295,26.803,6.18301,16.493,10.31,2550.58,452.611,2097.97,5.01215,1.68417,-3.32797
687.39,546.192,616.791,70.5988,17.4663,-0.488271,8.489,8.97727,1423.68,911.096,512.585,-1.72902,0.941646,2.67067,1,5,40.8883,672.029,571.946,621.987,50.0413,98.807,74.5493,86.6781,12.1289,991.739,859.417,132.322,-2.46382,-0.840683,1.62314
520.472,11.7362,266.104,254.368,30.0384,-13.828,8.1052,21.9332,1388.92,922.331,466.589,-3.12884,-1.91463,1.2142,1,5,158.282,182.471,13.5942,98.0326,84.4384,12.9929,4.21213,8.60253,4.3904,1027.82,556.348,471.469,4.82608,2.42127,-2.40482
401.493,146.717,274.105,127.388,13.6659,-4.26566,4.70011,8.96577,419.267,291.4,127.868,0.403854,0.353007,-0.050847,1,5,206.295,608.31,312.351,460.33,147.979,101.208,66.1564,83.6822,17.5258,3388.09,2523.34,864.754,-4.83646,-2.38556,2.45091
471.048,85.3108,278.179,192.869,5.59029,0.88258,3.23643,2.35386,921.115,719.684,201.431,-1.9007,-1.60404,0.296653,1,5,113.239,528.28,54.4407,291.361,236.92,28.5632,-3.53853,12.5123,16.0509,2471.9,1607.22,864.674,-4.36078,-2.3925,1.96828
266.149,219.57,242.86,23.2897,19.512,18.6281,19.0701,0.441967,1429.2,1381.18,48.0217,-3.77538,-2.42344,1.35195,1,5,36.9423,742.194,178.08,460.137,282.057,22.0398,-22.0399,-7.62939e-06,22.0399,867.652,572.09,295.563,0.982918,0.68415,-0.298768
732.554,71.5699,402.062,330.492,16.5158,-9.36887,3.57344,12.9423,1023.45,657.751,365.703,-0.619074,-1.07521,-0.456139,1,5,30.4332,250.663,74.9308,162.797,87.8662,27.095,-2.49173,12.3016,14.7934,1603.58,766.49,837.086,-5.1752,-2.23086,2.94434
442.619,77.4502,260.035,182.584,30.6758,27.5992,29.1375,1.53834,652.199,401.577,250.622,0.159105,0.997588,0.838483,1,5,100.413,700.475,133.536,417.005,283.469,36.2001,5.87915,21.0396,15.1605,3437.75,1810.63,1627.11,4.58076,2.14788,-2.43288
146.779,7.16623,76.9724,69.8062,0.937079,0.937079,0.937079,0,345.395,250.607,94.7883,2.67174,1.84911,-0.822631,1,5,174.384,300.003,133.79,216.897,83.1063,12.1967,-3.54183,4.32743,7.86926,2165.85,1780.95,384.895,-5.00881,-2.7949,2.21392
186.58,50.9848,118.782,67.7976,8.9079,8.9079,8.9079,0,779.597,707.218,72.3793,2.83558,2.46998,-0.3656,1,5,188.533,467.121,53.3925,260.257,206.864,74.3772,57.2459,65.8116,8.5656,3458.71,586.85,2871.86,-4.76842,-1.44593,3.32249
961.697,790.595,876.146,85.5507,30.9221,2.81455,16.8683,14.0538,1328.43,973.113,355.316,2.56732,0.465898,-2.10142,1,5,120.971,1021.02,892.78,956.899,64.119,62.0043,33.9218,47.963,14.0412,3241.8,2064.11,1177.69,5.00584,1.40294,-3.60291
413.241,227.434,320.338,92.9034,11.963,5.36192,8.66248,3.30057,1011.34,756.07,255.273,-3.17253,-1.50359,1.66894,1,5,76.1424,645.709,50.7351,348.222,297.487,108.051,-44.8544,31.5982,76.4526,2233.31,1074.95,1158.36,-3.82591,-1.79254,2.03337
293.919,87.6974,190.808,103.111,8.9826,-1.81995,3.58132,5.40128,305.107,201.661,103.446,0.273862,0.33522,0.0613579,1,5,431.92,520.116,379.865,449.99,70.1259,57.5428,31.4224,44.4826,13.0602,4228.67,3037.35,1191.32,6.12176,2.59702,-3.52474
549.087,381.571,465.329,83.7577,10.7288,4.08856,7.40869,3.32013,882.142,519.983,362.159,1.66379,-0.479817,-2.14361,1,5,135.151,520.746,257.604,389.175,131.571,107.006,78.7362,92.8712,14.135,1648.55,1516.09,132.459,2.07893,2.03417,-0.0447581
170.451,55.6782,113.064,57.3863,4.19769,4.19769,4.19769,-1.3487e-06,318.771,235.109,83.6615,0.437721,1.36146,0.923743,1,5,526.543,487.821,335.637,411.729,76.0919,66.3023,46.6058,56.4541,9.84823,1977.16,1082.58,894.58,-4.7758,-1.62011,3.15569
523.051,368.554,445.802,77.2485,21.998,-0.57439,10.7118,11.2862,1200.44,959.649,240.794,0.401277,-1.40084,-1.80212,1,5,532.886,987.92,842.192,915.056,72.8639,46.7021,41.5731,44.1376,2.5645,2219.49,1332.4,887.084,-4.11211,-0.921312,3.1908
597.667,145.54,371.604,226.064,30.8966,-14.2498,8.32341,22.5732,690.346,462.438,227.908,-0.605443,-0.685415,-0.0799722,1,5,28.442,269.214,125.212,197.213,72.0009,29.149,14.1386,21.6438,7.5052,2367.49,2081.36,286.128,5.10366,3.04733,-2.05633
